geocode_address	above_high	above_low	time
198 MAIN BEACH RD, PINKENBA, BRISBANE	0.5	-4.8	29/01/2013 11:00:00 AM
198 YOUNGS RD, HEMMANT, BRISBANE	0.8	-0.8	29/01/2013 11:00:00 AM
199 BREAKFAST CREEK RD, NEWSTEAD, BRISBANE	2.2	-11.2	29/01/2013 11:00:00 AM
199 MEADOWLANDS RD, CARINDALE, BRISBANE	1.8	-14.3	29/01/2013 11:00:00 AM
199 MERTHYR RD, NEWFARM, BRISBANE	1.6	-0.8	29/01/2013 11:00:00 AM
199 WITTON RD, INDOOROOPILLY, BRISBANE	4.5	-3.9	29/01/2013 9:35:00 AM
2  SANDFORD ST, STLUCIA, BRISBANE	0.3	-2.6	29/01/2013 10:30:00 AM
2 A BYRES ST, NEWSTEAD, BRISBANE	0.7	0	29/01/2013 11:00:00 AM
2 A CONSTANCE ST, GREENSLOPES, BRISBANE	0.4	-1.1	29/01/2013 11:00:00 AM
2 A GORDON ST, NEWSTEAD, BRISBANE	0.6	0.2	29/01/2013 11:00:00 AM
2 A HOWARD SMITH DR, PORTOFBRISBANE, BRISBANE	2.2	-2.6	29/01/2013 11:00:00 AM
2 A SAVAGE ST, PINKENBA, BRISBANE	0.8	-1.4	29/01/2013 11:00:00 AM
2 A TURNER ST, CHELMER, BRISBANE	0.4	-1.4	29/01/2013 9:40:00 AM
2 A WHIMBREL ST, PORTOFBRISBANE, BRISBANE	2.1	-23.1	29/01/2013 11:00:00 AM
2 ALBANY ST, WINDSOR, BRISBANE	0.3	0	29/01/2013 11:00:00 AM
2 ALDRIDGE ST, AUCHENFLOWER, BRISBANE	0.9	-0.1	29/01/2013 10:40:00 AM
2 AVONMORE ST, MOGGILL, BRISBANE	0.5	-25.8	29/01/2013 6:00:00 AM
2 BYRES ST, NEWSTEAD, BRISBANE	0.5	-0.2	29/01/2013 11:00:00 AM
2 C SPINE ST, SUMNER, BRISBANE	0.3	-6.5	29/01/2013 6:15:00 AM
2 DOUGLAS ST, SHERWOOD, BRISBANE	4.1	-13.5	29/01/2013 9:20:00 AM
2 FLOWER ST, WOOLLOONGABBA, BRISBANE	0.3	-0.4	29/01/2013 11:00:00 AM
2 GLENELG ST, SOUTHBRISBANE, BRISBANE	0.3	-16.7	29/01/2013 10:50:00 AM
2 GORDON ST, NEWSTEAD, BRISBANE	0.5	0.1	29/01/2013 11:00:00 AM
2 GOSPORT ST, HEMMANT, BRISBANE	2.1	-1.7	29/01/2013 11:00:00 AM
2 HALL AVE, CORINDA, BRISBANE	4	-15.2	29/01/2013 9:50:00 AM
2 HIRON ST, STLUCIA, BRISBANE	0.7	-9.3	29/01/2013 10:30:00 AM
2 HOWARD SMITH DR, PORTOFBRISBANE, BRISBANE	1.9	-2	29/01/2013 11:00:00 AM
2 IVY ST, INDOOROOPILLY, BRISBANE	0.5	-26.4	29/01/2013 9:40:00 AM
2 JILBA ST, INDOOROOPILLY, BRISBANE	2.4	-10.1	29/01/2013 9:30:00 AM
2 KINGSLEY PDE, YERONGA, BRISBANE	0.2	-0.5	29/01/2013 10:10:00 AM
2 KITE ST, PORTOFBRISBANE, BRISBANE	2.1	-5.6	29/01/2013 11:00:00 AM
2 LAND ST, TOOWONG, BRISBANE	0.4	-2.8	29/01/2013 10:35:00 AM
2 LEURA AVE, HAWTHORNE, BRISBANE	0.3	-0.3	29/01/2013 11:00:00 AM
2 MACBARRY PL, ROCKLEA, BRISBANE	0.2	-1.5	29/01/2013 9:50:00 AM
2 MARIE ST, BULIMBA, BRISBANE	0.2	-0.3	29/01/2013 11:00:00 AM
2 MELBOURNE ST, SOUTHBRISBANE, BRISBANE	3.1	-3.6	29/01/2013 10:50:00 AM
2 MERTHYR RD, NEWFARM, BRISBANE	2	-2.3	29/01/2013 11:00:00 AM
2 MUSGRAVE RD, COOPERSPLAINS, BRISBANE	1.5	-4.5	29/01/2013 9:50:00 AM
2 OXFORD ST, BULIMBA, BRISBANE	2	-1.8	29/01/2013 11:00:00 AM
2 PORT CENTRAL AVE, PORTOFBRISBANE, BRISBANE	2.1	-23.1	29/01/2013 11:00:00 AM
2 PRIORS RD, BRISBANEAIRPORT, BRISBANE	0.6	-0.8	29/01/2013 11:00:00 AM
2 ROSEBERY TCE, CHELMER, BRISBANE	3.1	-9.7	29/01/2013 9:40:00 AM
2 SANDFORD ST, STLUCIA, BRISBANE	1.4	-3.2	29/01/2013 10:30:00 AM
2 SEAFARERS ST, PORTOFBRISBANE, BRISBANE	2.1	-23.1	29/01/2013 11:00:00 AM
2 ST LEONARDS ST, COORPAROO, BRISBANE	1.9	-4.9	29/01/2013 11:00:00 AM
2 SYDNEY ST, FAIRFIELD, BRISBANE	1	-1.4	29/01/2013 10:15:00 AM
2 TURNER ST, CHELMER, BRISBANE	0.4	-0.9	29/01/2013 9:40:00 AM
2 VERNEY RD, GRACEVILLE, BRISBANE	1.5	-8	29/01/2013 9:30:00 AM
2 WHARF ST, CHELMER, BRISBANE	1.6	-1.2	29/01/2013 9:35:00 AM
2 WHIMBREL ST, PORTOFBRISBANE, BRISBANE	2.1	-23.1	29/01/2013 11:00:00 AM
20  EGMONT ST, SHERWOOD, BRISBANE	1	-4.5	29/01/2013 9:50:00 AM
20  EGMONT ST, SHERWOOD, BRISBANE	1.2	-4.5	29/01/2013 9:50:00 AM
20  NEWSTEAD TCE, NEWSTEAD, BRISBANE	0.1	-1.9	29/01/2013 11:00:00 AM
20 A BIMBIL ST, ALBION, BRISBANE	1.4	-1.1	29/01/2013 11:00:00 AM
20 A BOWHILL RD, WILLAWONG, BRISBANE	1.7	0.7	29/01/2013 9:50:00 AM
20 A HAWKESBURY RD, MOGGILL, BRISBANE	10.4	-12.9	29/01/2013 3:25:00 AM
20 A HOWARD SMITH DR, PORTOFBRISBANE, BRISBANE	2.2	-2.2	29/01/2013 11:00:00 AM
20 ARCHER PDE, CORINDA, BRISBANE	3.1	-4.4	29/01/2013 9:50:00 AM
20 ARCHER ST, TOOWONG, BRISBANE	0.4	-12.1	29/01/2013 10:30:00 AM
20 ARGYLE ST, ALBION, BRISBANE	0.4	0	29/01/2013 11:00:00 AM
20 AUSTIN ST, NEWSTEAD, BRISBANE	0.3	-0.4	29/01/2013 11:00:00 AM
20 B HOWARD SMITH DR, PORTOFBRISBANE, BRISBANE	2.1	-5.6	29/01/2013 11:00:00 AM
20 BLACK ST, MILTON, BRISBANE	0.8	-1.9	29/01/2013 10:40:00 AM
20 BOGAN ST, ALBION, BRISBANE	0.6	-0.9	29/01/2013 11:00:00 AM
20 BOUNDARY ST, TINGALPA, BRISBANE	0.3	-0.6	29/01/2013 11:00:00 AM
20 BRAND ST, HEMMANT, BRISBANE	0.8	-2.4	29/01/2013 11:00:00 AM
20 BURNBY RD, HEMMANT, BRISBANE	0.3	-1.3	29/01/2013 11:00:00 AM
20 BURRINGBAR ST, HEMMANT, BRISBANE	0.4	-3.7	29/01/2013 11:00:00 AM
20 COLEMAN ST, GRACEVILLE, BRISBANE	0.1	-1.9	29/01/2013 9:40:00 AM
20 COLLINGWOOD ST, ALBION, BRISBANE	0.3	-0.3	29/01/2013 11:00:00 AM
20 COMMERCIAL RD, NEWSTEAD, BRISBANE	0.3	-1.1	29/01/2013 11:00:00 AM
20 CORELLA ST, ROCKLEA, BRISBANE	1.4	-1.5	29/01/2013 9:50:00 AM
20 CULLEN ST, WINDSOR, BRISBANE	0.3	0	29/01/2013 11:00:00 AM
20 DARNLEY ST, ROCKLEA, BRISBANE	0.6	-0.8	29/01/2013 9:50:00 AM
20 DERBY ST, HIGHGATEHILL, BRISBANE	2.5	-28.2	29/01/2013 10:20:00 AM
20 DOUGLAS ST, SHERWOOD, BRISBANE	2.5	-13.5	29/01/2013 9:20:00 AM
20 EGMONT ST, SHERWOOD, BRISBANE	0.8	-6.8	29/01/2013 9:50:00 AM
20 EGMONT ST, SHERWOOD, BRISBANE	2.2	-5.3	29/01/2013 9:50:00 AM
20 ESKER ST, PINKENBA, BRISBANE	0.4	0.1	29/01/2013 11:00:00 AM
20 FESTIVAL PL, NEWSTEAD, BRISBANE	1.6	-1.7	29/01/2013 11:00:00 AM
20 FIELD AVE, HEMMANT, BRISBANE	0	-0.2	29/01/2013 11:00:00 AM
20 FLOWER ST, WOOLLOONGABBA, BRISBANE	0.1	-0.7	29/01/2013 11:00:00 AM
20 GOLF LINKS RD, ROCKLEA, BRISBANE	0.7	-1.7	29/01/2013 9:50:00 AM
20 HERITAGE CL, YERONGA, BRISBANE	2.5	-12.1	29/01/2013 10:00:00 AM
20 HIRON ST, STLUCIA, BRISBANE	2.9	-4	29/01/2013 10:30:00 AM
20 HOWARD SMITH DR, PORTOFBRISBANE, BRISBANE	2.1	-5.6	29/01/2013 11:00:00 AM
20 HUNT ST, HAMILTON, BRISBANE	0.4	-0.5	29/01/2013 11:00:00 AM
20 HUTCHESON ST, ALBION, BRISBANE	0.7	0	29/01/2013 11:00:00 AM
20 HUXHAM TCE, AUCHENFLOWER, BRISBANE	0.7	-3.3	29/01/2013 10:40:00 AM
20 HYDE RD, YERONGA, BRISBANE	0.1	-1.4	29/01/2013 10:10:00 AM
20 IMMARNA ST, ALBION, BRISBANE	0.1	-1.9	29/01/2013 11:00:00 AM
20 LINCOLN ST, OXLEY, BRISBANE	0.9	-0.9	29/01/2013 9:50:00 AM
20 MARIGOLD ST, HEMMANT, BRISBANE	0.2	-0.3	29/01/2013 11:00:00 AM
20 MASTERS ST, NEWSTEAD, BRISBANE	0.8	-0.8	29/01/2013 11:00:00 AM
20 NEWSTEAD TCE, NEWSTEAD, BRISBANE	0.2	-1.9	29/01/2013 11:00:00 AM
20 PARK RD, MILTON, BRISBANE	0.3	-9.9	29/01/2013 10:40:00 AM
20 PEDDER ST, ALBION, BRISBANE	0.4	-0.3	29/01/2013 11:00:00 AM
20 RADNOR ST, INDOOROOPILLY, BRISBANE	3.9	-4	29/01/2013 9:35:00 AM
20 RAILWAY TCE, MILTON, BRISBANE	0.1	-1.5	29/01/2013 10:40:00 AM
20 RAMADA PL, FIGTREEPOCKET, BRISBANE	2.5	-4.7	29/01/2013 9:25:00 AM
20 RAMSAY RD, HEMMANT, BRISBANE	0.1	-0.5	29/01/2013 11:00:00 AM
20 ROSS ST, NEWSTEAD, BRISBANE	0.5	-0.3	29/01/2013 11:00:00 AM
20 SALISBURY ST, COORPAROO, BRISBANE	0.1	-2.9	29/01/2013 11:00:00 AM
20 SALISBURY ST, ROCKLEA, BRISBANE	0.1	-1	29/01/2013 9:50:00 AM
20 SCOTT ST, HAWTHORNE, BRISBANE	0.5	-3.1	29/01/2013 11:00:00 AM
20 SOLANDER CT, KARANADOWNS, BRISBANE	11.4	-32.9	29/01/2013 6:35:00 PM
20 STANLEY TCE, EASTBRISBANE, BRISBANE	0.6	-4.7	29/01/2013 11:00:00 AM
20 TURBO DR, WOOLLOONGABBA, BRISBANE	2.4	-2.1	29/01/2013 11:00:00 AM
20 TWIGG ST, INDOOROOPILLY, BRISBANE	3.5	-6.1	29/01/2013 9:35:00 AM
20 VINCENT ST, AUCHENFLOWER, BRISBANE	1.3	0.7	29/01/2013 10:40:00 AM
20 WALSH ST, MILTON, BRISBANE	0.2	-1.2	29/01/2013 10:40:00 AM
20 WALTER ST, BULIMBA, BRISBANE	0.3	-0.2	29/01/2013 11:00:00 AM
20 WYNNUM RD, NORMANPARK, BRISBANE	2	-3.8	29/01/2013 11:00:00 AM
200 A MAIN BEACH RD, PINKENBA, BRISBANE	0.3	-2.2	29/01/2013 11:00:00 AM
200 ABBOTSFORD RD, BOWENHILLS, BRISBANE	0.1	-0.2	29/01/2013 11:00:00 AM
200 B MAIN BEACH RD, PINKENBA, BRISBANE	2.2	-5	29/01/2013 11:00:00 AM
200 BENNETTS RD, NORMANPARK, BRISBANE	0.3	-0.5	29/01/2013 11:00:00 AM
200 EAGLE FARM RD, PINKENBA, BRISBANE	0.1	-0.3	29/01/2013 11:00:00 AM
200 MAIN BEACH RD, PINKENBA, BRISBANE	2.1	-5.6	29/01/2013 11:00:00 AM
200 TINGIRA ST, PINKENBA, BRISBANE	0.8	-3.5	29/01/2013 11:00:00 AM
2002 C LYTTON RD, LYTTON, BRISBANE	2.1	-0.8	29/01/2013 11:00:00 AM
2002 LYTTON RD, LYTTON, BRISBANE	2.1	-24.3	29/01/2013 11:00:00 AM
201 ABBOTSFORD RD, BOWENHILLS, BRISBANE	2.2	-0.9	29/01/2013 11:00:00 AM
201 B ABBOTSFORD RD, BOWENHILLS, BRISBANE	0.1	-0.8	29/01/2013 11:00:00 AM
201 PARINGA RD, MURARRIE, BRISBANE	0.5	-2.5	29/01/2013 11:00:00 AM
2015 IPSWICH RD, ROCKLEA, BRISBANE	0.2	-3.5	29/01/2013 9:50:00 AM
2025 IPSWICH RD, ROCKLEA, BRISBANE	3.9	-5.9	29/01/2013 9:50:00 AM
2027 IPSWICH RD, OXLEY, BRISBANE	3.7	0.8	29/01/2013 9:50:00 AM
203 CLARENCE RD, INDOOROOPILLY, BRISBANE	1.1	-26.8	29/01/2013 9:40:00 AM
203 PRIORS POCKET RD, MOGGILL, BRISBANE	4.8	-26	29/01/2013 4:25:00 AM
203 WESTLAKE DR, WESTLAKE, BRISBANE	5.4	-5.3	29/01/2013 7:50:00 AM
204 BENNETTS RD, NORMANPARK, BRISBANE	1.6	-0.8	29/01/2013 11:00:00 AM
204 EAGLE FARM RD, PINKENBA, BRISBANE	0.1	-0.2	29/01/2013 11:00:00 AM
205 WACOL STATION RD, WACOL, BRISBANE	2.7	-17.3	29/01/2013 6:15:00 AM
205 WESTLAKE DR, WESTLAKE, BRISBANE	5.3	-5.5	29/01/2013 7:50:00 AM
205 YOUNGS RD, HEMMANT, BRISBANE	1.5	-1.6	29/01/2013 11:00:00 AM
2054 IPSWICH RD, OXLEY, BRISBANE	3.6	-1.2	29/01/2013 9:50:00 AM
206 ABBOTSFORD RD, BOWENHILLS, BRISBANE	0.3	-0.4	29/01/2013 11:00:00 AM
206 EAGLE FARM RD, PINKENBA, BRISBANE	0.1	-0.2	29/01/2013 11:00:00 AM
206 TINGIRA ST, PINKENBA, BRISBANE	0.8	-1.9	29/01/2013 11:00:00 AM
207 DEWAR TCE, CORINDA, BRISBANE	2.1	-46	29/01/2013 9:20:00 AM
207 WESTLAKE DR, WESTLAKE, BRISBANE	4.4	-5.7	29/01/2013 7:50:00 AM
208 BENNETTS RD, NORMANPARK, BRISBANE	0.4	-1.2	29/01/2013 11:00:00 AM
208 CORNWALL ST, GREENSLOPES, BRISBANE	1.1	-3.1	29/01/2013 11:00:00 AM
208 CURTIN AVE, EAGLEFARM, BRISBANE	0.3	-5.1	29/01/2013 11:00:00 AM
208 EAGLE FARM RD, PINKENBA, BRISBANE	0.2	-0.4	29/01/2013 11:00:00 AM
209 WESTLAKE DR, WESTLAKE, BRISBANE	3.9	-5.8	29/01/2013 7:50:00 AM
209 WITTON RD, INDOOROOPILLY, BRISBANE	4.6	-1.3	29/01/2013 9:35:00 AM
21 A GILLAN ST, NORMANPARK, BRISBANE	0.5	-1.5	29/01/2013 11:00:00 AM
21 A KIRRA ST, PINKENBA, BRISBANE	2.2	1.2	29/01/2013 11:00:00 AM
21 A PIXLEY ST, KANGAROOPOINT, BRISBANE	0.2	-2.1	29/01/2013 11:00:00 AM
21 A STEVENS ST, YERONGA, BRISBANE	2.1	-9.5	29/01/2013 9:55:00 AM
21 ADDISON ST, WINDSOR, BRISBANE	1	-1.1	29/01/2013 11:00:00 AM
21 AGNES ST, ALBION, BRISBANE	0.6	0.2	29/01/2013 11:00:00 AM
21 ARINGA CRES, KARANADOWNS, BRISBANE	12.5	-17.6	29/01/2013 6:00:00 PM
21 ATKINSON DR, KARANADOWNS, BRISBANE	12.1	-12.6	29/01/2013 9:35:00 PM
21 B HUTCHESON ST, ALBION, BRISBANE	0.8	0.1	29/01/2013 11:00:00 AM
21 B STEVENS ST, YERONGA, BRISBANE	1.6	-8.2	29/01/2013 9:50:00 AM
21 BARRAMUL ST, BULIMBA, BRISBANE	0	-0.7	29/01/2013 11:00:00 AM
21 BORVA ST, DUTTONPARK, BRISBANE	1.8	-22	29/01/2013 10:20:00 AM
21 BOUNDARY RD, INDOOROOPILLY, BRISBANE	0.4	-4.4	29/01/2013 9:35:00 AM
21 BRISBANE CSO, FAIRFIELD, BRISBANE	2.6	-3.5	29/01/2013 10:15:00 AM
21 BYRON ST, BULIMBA, BRISBANE	2.1	-1.1	29/01/2013 11:00:00 AM
21 C TURBO DR, COORPAROO, BRISBANE	0.4	-0.1	29/01/2013 11:00:00 AM
21 CAMPBELL ST, TOOWONG, BRISBANE	0.1	-16	29/01/2013 10:30:00 AM
21 COLLINGWOOD ST, ALBION, BRISBANE	0.3	-0.1	29/01/2013 11:00:00 AM
21 CROSBY RD, ALBION, BRISBANE	0.2	-0.4	29/01/2013 11:00:00 AM
21 CULLEN ST, WINDSOR, BRISBANE	0.2	-0.4	29/01/2013 11:00:00 AM
21 CULYA ST, PINKENBA, BRISBANE	0	-3.2	29/01/2013 11:00:00 AM
21 DIXON ST, AUCHENFLOWER, BRISBANE	1.4	-0.5	29/01/2013 10:35:00 AM
21 DONALDSON ST, NORMANPARK, BRISBANE	1.4	0.3	29/01/2013 11:00:00 AM
21 ESKER ST, PINKENBA, BRISBANE	0.2	-0.1	29/01/2013 11:00:00 AM
21 FAGAN RD, HERSTON, BRISBANE	0.2	-7.4	29/01/2013 11:00:00 AM
21 FEDERATION ST, WINDSOR, BRISBANE	3.7	-8.2	29/01/2013 11:00:00 AM
21 HALDANE ST, GRACEVILLE, BRISBANE	0.7	-1.5	29/01/2013 9:40:00 AM
21 HIGGS ST, ALBION, BRISBANE	0.6	0	29/01/2013 11:00:00 AM
21 HILTON ST, EASTBRISBANE, BRISBANE	0.3	-1.3	29/01/2013 11:00:00 AM
21 HUNT ST, HAMILTON, BRISBANE	0.2	-2.7	29/01/2013 11:00:00 AM
21 HUTCHESON ST, ALBION, BRISBANE	0.8	0.2	29/01/2013 11:00:00 AM
21 INGHAMS PL, HEMMANT, BRISBANE	1.8	-1.5	29/01/2013 11:00:00 AM
21 JOHNSTONE ST, SHERWOOD, BRISBANE	0.4	-1.9	29/01/2013 9:50:00 AM
21 KATOOMBA AVE, HAWTHORNE, BRISBANE	0.6	-1.2	29/01/2013 11:00:00 AM
21 KURILPA ST, WESTEND, BRISBANE	0.2	-1.4	29/01/2013 10:35:00 AM
21 LAIDLAW PDE, EASTBRISBANE, BRISBANE	1.6	-9.5	29/01/2013 11:00:00 AM
21 LINDUM RD, HEMMANT, BRISBANE	1.8	-2.5	29/01/2013 11:00:00 AM
21 LONGLAND ST, NEWSTEAD, BRISBANE	0.2	-1	29/01/2013 11:00:00 AM
21 LONGMAN TCE, CHELMER, BRISBANE	4.3	-7.1	29/01/2013 9:35:00 AM
21 MACINTOSH ST, AUCHENFLOWER, BRISBANE	0.4	-2	29/01/2013 10:40:00 AM
21 MANDALAY ST, FIGTREEPOCKET, BRISBANE	0.3	-6.8	29/01/2013 9:15:00 AM
21 MARIGOLD ST, HEMMANT, BRISBANE	0.2	-0.2	29/01/2013 11:00:00 AM
21 MCCONNELL ST, BULIMBA, BRISBANE	0.9	-1.1	29/01/2013 11:00:00 AM
21 NEULANS RD, INDOOROOPILLY, BRISBANE	1.4	-23.5	29/01/2013 9:40:00 AM
21 NORTHEY ST, WINDSOR, BRISBANE	0.5	0.1	29/01/2013 11:00:00 AM
21 PATEN ST, MILTON, BRISBANE	0.7	-4.8	29/01/2013 10:40:00 AM
21 PATRICK LANE, TOOWONG, BRISBANE	0.3	-3.5	29/01/2013 10:35:00 AM
21 PEDDER ST, ALBION, BRISBANE	0.4	-0.2	29/01/2013 11:00:00 AM
21 PRESTON ST, WOOLLOONGABBA, BRISBANE	2.3	-0.5	29/01/2013 11:00:00 AM
21 RADNOR ST, INDOOROOPILLY, BRISBANE	2.2	-15.6	29/01/2013 9:35:00 AM
21 ROCK ST, STLUCIA, BRISBANE	0.3	-10.5	29/01/2013 10:25:00 AM
21 ROSECLIFFE ST, HIGHGATEHILL, BRISBANE	3.5	-30.1	29/01/2013 10:20:00 AM
21 SALISBURY ST, ROCKLEA, BRISBANE	0.1	-0.9	29/01/2013 9:50:00 AM
21 SHOEBURY ST, ROCKLEA, BRISBANE	1.8	-0.1	29/01/2013 9:50:00 AM
21 STANTON RD, TINGALPA, BRISBANE	0.1	-2.6	29/01/2013 11:00:00 AM
21 STRICKLAND TCE, SHERWOOD, BRISBANE	2.3	-2.4	29/01/2013 9:50:00 AM
21 SUTTON ST, CHELMER, BRISBANE	3.7	-3.4	29/01/2013 9:30:00 AM
21 SYLVAN RD, TOOWONG, BRISBANE	0.3	-0.9	29/01/2013 10:35:00 AM
21 THORNTON ST, KANGAROOPOINT, BRISBANE	1.9	-8.1	29/01/2013 11:00:00 AM
21 TORWOOD ST, AUCHENFLOWER, BRISBANE	1.6	1	29/01/2013 10:40:00 AM
21 TURBO DR, COORPAROO, BRISBANE	0.6	-5.3	29/01/2013 11:00:00 AM
21 VICTORIA ST, WINDSOR, BRISBANE	0.1	-0.5	29/01/2013 11:00:00 AM
21 VIOLET ST, HEMMANT, BRISBANE	0.2	-0.1	29/01/2013 11:00:00 AM
21 VIVIAN ST, TENNYSON, BRISBANE	2.5	-4.9	29/01/2013 9:50:00 AM
21 WATERLINE CRES, BULIMBA, BRISBANE	0	-2	29/01/2013 11:00:00 AM
21 WELSBY ST, NEWFARM, BRISBANE	0.3	-1.1	29/01/2013 11:00:00 AM
21 WHIMBREL ST, PORTOFBRISBANE, BRISBANE	2.1	-23.1	29/01/2013 11:00:00 AM
210 CLARENCE RD, INDOOROOPILLY, BRISBANE	1.7	-28.4	29/01/2013 9:40:00 AM
210 HAWKESBURY RD, MOGGILL, BRISBANE	6	-15.8	29/01/2013 5:05:00 AM
2105 IPSWICH RD, OXLEY, BRISBANE	3.8	-9.1	29/01/2013 9:50:00 AM
211 CURTIN AVE, HAMILTON, BRISBANE	0.7	-3.6	29/01/2013 11:00:00 AM
211 WESTLAKE DR, WESTLAKE, BRISBANE	4.3	-5.7	29/01/2013 7:50:00 AM
2114 IPSWICH RD, OXLEY, BRISBANE	3.5	1.3	29/01/2013 9:50:00 AM
212  MARGARET ST, BRISBANECITY, BRISBANE	7.5	-1.1	29/01/2013 10:55:00 AM
212  MARGARET ST, BRISBANECITY, BRISBANE	8.5	-0.3	29/01/2013 10:55:00 AM
212 COLLEGE RD, KARANADOWNS, BRISBANE	11.7	-28	29/01/2013 3:10:00 PM
212 MARGARET ST, BRISBANECITY, BRISBANE	10.2	-1.6	29/01/2013 10:55:00 AM
212 YOUNGS RD, HEMMANT, BRISBANE	1.4	-0.7	29/01/2013 11:00:00 AM
213 CLARENCE RD, INDOOROOPILLY, BRISBANE	1.3	-26.6	29/01/2013 9:40:00 AM
213 DEWAR TCE, CORINDA, BRISBANE	1.5	-45.2	29/01/2013 9:15:00 AM
213 EAGLE FARM RD, PINKENBA, BRISBANE	0.5	-1.6	29/01/2013 11:00:00 AM
213 SINNAMON RD, JINDALEE, BRISBANE	5	-2.7	29/01/2013 8:45:00 AM
213 WESTLAKE DR, WESTLAKE, BRISBANE	5.1	-6.2	29/01/2013 7:40:00 AM
2138 IPSWICH RD, OXLEY, BRISBANE	3.5	-4.4	29/01/2013 9:50:00 AM
214 PRITCHARD ST, LYTTON, BRISBANE	0	-14.3	29/01/2013 11:00:00 AM
2140 IPSWICH RD, OXLEY, BRISBANE	0.4	-4	29/01/2013 9:50:00 AM
2145 IPSWICH RD, OXLEY, BRISBANE	3.8	-1.4	29/01/2013 9:50:00 AM
215 DUTTON RD, PINKENBA, BRISBANE	0.1	-2.1	29/01/2013 11:00:00 AM
215 WESTLAKE DR, WESTLAKE, BRISBANE	5.5	-5.7	29/01/2013 7:40:00 AM
215 YOUNGS RD, HEMMANT, BRISBANE	0.3	-0.4	29/01/2013 11:00:00 AM
217 BRISBANE CSO, YERONGA, BRISBANE	4.1	-2.9	29/01/2013 10:10:00 AM
217 VENNER RD, FAIRFIELD, BRISBANE	0.1	-3.5	29/01/2013 10:10:00 AM
217 WESTLAKE DR, WESTLAKE, BRISBANE	4.5	-5.9	29/01/2013 7:40:00 AM
2175 IPSWICH RD, OXLEY, BRISBANE	0.7	-2.1	29/01/2013 9:50:00 AM
2189 IPSWICH RD, OXLEY, BRISBANE	0.1	-5.2	29/01/2013 9:50:00 AM
219 WESTLAKE DR, WESTLAKE, BRISBANE	4.5	-6	29/01/2013 7:40:00 AM
22  FORTITUDE ST, AUCHENFLOWER, BRISBANE	0.1	-2.5	29/01/2013 10:40:00 AM
22  KINGSFORD ST, AUCHENFLOWER, BRISBANE	1	-3.2	29/01/2013 10:40:00 AM
22 A AMY ST, ALBION, BRISBANE	0.3	0.2	29/01/2013 11:00:00 AM
22 A SONANNE PL, FIGTREEPOCKET, BRISBANE	4.6	-6.1	29/01/2013 9:25:00 AM
22 ARGYLE ST, ALBION, BRISBANE	1.9	-0.1	29/01/2013 11:00:00 AM
22 AUSTIN ST, NEWSTEAD, BRISBANE	0.3	-0.4	29/01/2013 11:00:00 AM
22 BRIGHT ST, KANGAROOPOINT, BRISBANE	2.4	-13.2	29/01/2013 11:00:00 AM
22 COLEMAN ST, GRACEVILLE, BRISBANE	0.5	-1.7	29/01/2013 9:40:00 AM
22 COLLINGWOOD ST, ALBION, BRISBANE	0.2	-0.4	29/01/2013 11:00:00 AM
22 CROSBY RD, ALBION, BRISBANE	0.1	-0.5	29/01/2013 11:00:00 AM
22 DARNLEY ST, ROCKLEA, BRISBANE	0.5	-0.7	29/01/2013 9:50:00 AM
22 DOUGLAS ST, SHERWOOD, BRISBANE	3	-13.5	29/01/2013 9:20:00 AM
22 FIELD AVE, HEMMANT, BRISBANE	0	-0.2	29/01/2013 11:00:00 AM
22 FORTITUDE ST, AUCHENFLOWER, BRISBANE	0.4	-3.3	29/01/2013 10:40:00 AM
22 GILLAN ST, NORMANPARK, BRISBANE	0.4	-1	29/01/2013 11:00:00 AM
22 GOLF LINKS RD, ROCKLEA, BRISBANE	1	-1.5	29/01/2013 9:50:00 AM
22 HAIG RD, MILTON, BRISBANE	0.4	-3.4	29/01/2013 10:40:00 AM
22 HIRON ST, STLUCIA, BRISBANE	2.2	-4.4	29/01/2013 10:30:00 AM
22 HUNT ST, HAMILTON, BRISBANE	0.5	-0.2	29/01/2013 11:00:00 AM
22 JILBA ST, INDOOROOPILLY, BRISBANE	3.5	-19.9	29/01/2013 9:30:00 AM
22 KINGSFORD ST, AUCHENFLOWER, BRISBANE	1	-4.7	29/01/2013 10:40:00 AM
22 KIRRA ST, PINKENBA, BRISBANE	2.1	-2.4	29/01/2013 11:00:00 AM
22 LEURA TCE, HAWTHORNE, BRISBANE	0.1	-4.5	29/01/2013 11:00:00 AM
22 LUYA ST, FAIRFIELD, BRISBANE	0.6	-3.8	29/01/2013 10:15:00 AM
22 MILSOM ST, COORPAROO, BRISBANE	0.9	-1.2	29/01/2013 11:00:00 AM
22 OXLADE DR, NEWFARM, BRISBANE	0.3	-5.8	29/01/2013 11:00:00 AM
22 PORTSIDE PL, BULIMBA, BRISBANE	1.4	-1.4	29/01/2013 11:00:00 AM
22 QUAY ST, BULIMBA, BRISBANE	1.3	-2.2	29/01/2013 11:00:00 AM
22 RAILWAY TCE, MILTON, BRISBANE	0.2	-0.5	29/01/2013 10:40:00 AM
22 RAMSAY RD, HEMMANT, BRISBANE	0.2	-0.7	29/01/2013 11:00:00 AM
22 REFINERY PDE, NEWFARM, BRISBANE	1.8	-3.6	29/01/2013 11:00:00 AM
22 ROME ST, COORPAROO, BRISBANE	1.6	-2.2	29/01/2013 11:00:00 AM
