geocode_address	above_high	above_low	time
27 ORIENT AVE, PINKENBA, BRISBANE	0.4	-0.6	29/01/2013 11:00:00 AM
27 PARKVIEW ST, MILTON, BRISBANE	0.7	-3.4	29/01/2013 10:40:00 AM
27 POPPY ST, HEMMANT, BRISBANE	0.2	-0.4	29/01/2013 11:00:00 AM
27 RADNOR ST, INDOOROOPILLY, BRISBANE	1	-10.6	29/01/2013 9:35:00 AM
27 ROBERTSON PL, FIGTREEPOCKET, BRISBANE	1.1	-15.1	29/01/2013 9:00:00 AM
27 SUTTON ST, CHELMER, BRISBANE	3.1	-3.3	29/01/2013 9:30:00 AM
27 SYLVAN RD, TOOWONG, BRISBANE	0.8	-10.5	29/01/2013 10:35:00 AM
27 TORWOOD ST, AUCHENFLOWER, BRISBANE	1.4	1	29/01/2013 10:40:00 AM
27 VIDGEN LANE, KENMORE, BRISBANE	5.4	-30.4	29/01/2013 8:45:00 AM
27 VIOLET ST, HEMMANT, BRISBANE	0.2	-0.1	29/01/2013 11:00:00 AM
27 WALLACE ST, ALBION, BRISBANE	0.4	-0.4	29/01/2013 11:00:00 AM
27 WELSBY ST, NEWFARM, BRISBANE	0.3	-0.5	29/01/2013 11:00:00 AM
27 WENDOUREE CRES, WESTLAKE, BRISBANE	5.6	-6.7	29/01/2013 7:40:00 AM
27 WHIMBREL ST, PORTOFBRISBANE, BRISBANE	2.1	-23.1	29/01/2013 11:00:00 AM
270 A CURTIN AVE, EAGLEFARM, BRISBANE	2	-1.8	29/01/2013 11:00:00 AM
270 JESMOND RD, FIGTREEPOCKET, BRISBANE	4.4	-24.2	29/01/2013 9:30:00 AM
270 KHOLO RD, KHOLO, BRISBANE	13.8	-35.8	30/01/2013 2:50:00 AM
271 A VENNER RD, YERONGA, BRISBANE	2.3	1.1	29/01/2013 10:10:00 AM
272 JESMOND RD, FIGTREEPOCKET, BRISBANE	2	-24.2	29/01/2013 9:30:00 AM
273 ABBOTSFORD RD, BOWENHILLS, BRISBANE	0.1	-1.1	29/01/2013 11:00:00 AM
274 A MILTON RD, MILTON, BRISBANE	1.5	-13.6	29/01/2013 10:40:00 AM
274 B MURARRIE RD, TINGALPA, BRISBANE	2	-3.7	29/01/2013 11:00:00 AM
274 FLEMING RD, TINGALPA, BRISBANE	1.8	-19.3	29/01/2013 11:00:00 AM
274 SIR FRED SCHONELL DR, STLUCIA, BRISBANE	0.3	-0.8	29/01/2013 10:25:00 AM
275 C CULLEN AVE, EAGLEFARM, BRISBANE	0.4	-1.2	29/01/2013 11:00:00 AM
275 CULLEN AVE, EAGLEFARM, BRISBANE	0.3	-2.5	29/01/2013 11:00:00 AM
275 CURTIN AVE, EAGLEFARM, BRISBANE	2.2	-3.4	29/01/2013 11:00:00 AM
276 BLUNDER RD, DURACK, BRISBANE	1.5	-30.1	29/01/2013 9:50:00 AM
277 MONTAGUE RD, WESTEND, BRISBANE	2.5	-4.9	29/01/2013 10:40:00 AM
28  DOUGLAS ST, SHERWOOD, BRISBANE	3.8	-7.6	29/01/2013 9:20:00 AM
28  MASTERS ST, NEWSTEAD, BRISBANE	0.7	-1.3	29/01/2013 11:00:00 AM
28 A GILLAN ST, NORMANPARK, BRISBANE	1.1	0	29/01/2013 11:00:00 AM
28 BARKER ST, EASTBRISBANE, BRISBANE	0.6	-0.3	29/01/2013 11:00:00 AM
28 BOOBOOK ST, ROCKLEA, BRISBANE	0.5	-0.3	29/01/2013 9:50:00 AM
28 BOWEN ST, WINDSOR, BRISBANE	0.1	-0.6	29/01/2013 11:00:00 AM
28 BURRINGBAR ST, HEMMANT, BRISBANE	0.9	-2.1	29/01/2013 11:00:00 AM
28 CHURCHILL ST, WOOLLOONGABBA, BRISBANE	0.2	-1	29/01/2013 11:00:00 AM
28 CLARENCE ST, COORPAROO, BRISBANE	1.9	-4.7	29/01/2013 11:00:00 AM
28 DOLMAN RD, ANSTEAD, BRISBANE	1.1	-15.8	29/01/2013 7:15:00 AM
28 DOUGLAS ST, MILTON, BRISBANE	0.2	-1.1	29/01/2013 10:40:00 AM
28 GOLF LINKS RD, ROCKLEA, BRISBANE	0.3	-1.9	29/01/2013 9:50:00 AM
28 GORDON ST, HAWTHORNE, BRISBANE	1.2	-1	29/01/2013 11:00:00 AM
28 GRAY ST, CARINA, BRISBANE	0.8	-0.8	29/01/2013 11:00:00 AM
28 HAIG RD, MILTON, BRISBANE	0.9	-0.1	29/01/2013 10:40:00 AM
28 HIRON ST, STLUCIA, BRISBANE	1.2	-4.4	29/01/2013 10:30:00 AM
28 JILBA ST, INDOOROOPILLY, BRISBANE	3.6	-21.1	29/01/2013 9:30:00 AM
28 KINGSFORD SMITH DR, ALBION, BRISBANE	0.6	-2.5	29/01/2013 11:00:00 AM
28 LATHER RD, BELLBOWRIE, BRISBANE	6	-21.4	29/01/2013 7:15:00 AM
28 LEURA TCE, HAWTHORNE, BRISBANE	0.8	-4.8	29/01/2013 11:00:00 AM
28 MASTERS ST, NEWSTEAD, BRISBANE	1.1	-1.3	29/01/2013 11:00:00 AM
28 MCBRIDE RD, PINKENBA, BRISBANE	0.1	-0.2	29/01/2013 11:00:00 AM
28 NICHOLAS ST, WINDSOR, BRISBANE	0.4	-0.2	29/01/2013 11:00:00 AM
28 ORSOVA ST, PINKENBA, BRISBANE	0.4	-1.4	29/01/2013 11:00:00 AM
28 OXLADE DR, NEWFARM, BRISBANE	0.2	-6	29/01/2013 11:00:00 AM
28 QUAY ST, BULIMBA, BRISBANE	1.2	-2.3	29/01/2013 11:00:00 AM
28 RAILWAY TCE, MILTON, BRISBANE	0.2	-0.8	29/01/2013 10:40:00 AM
28 ROSEBERY TCE, CHELMER, BRISBANE	3.6	-7.8	29/01/2013 9:40:00 AM
28 ROSS ST, NEWSTEAD, BRISBANE	0.3	-0.1	29/01/2013 11:00:00 AM
28 SALISBURY ST, COORPAROO, BRISBANE	0.2	-1.6	29/01/2013 11:00:00 AM
28 SCENIC RD, KENMORE, BRISBANE	4.1	-15.4	29/01/2013 8:25:00 AM
28 SERPENTINE RD, PINKENBA, BRISBANE	0.2	-0.1	29/01/2013 11:00:00 AM
28 STANLEY TCE, EASTBRISBANE, BRISBANE	1.1	-4.7	29/01/2013 11:00:00 AM
28 SUSCATAND ST, ROCKLEA, BRISBANE	0.2	-1.7	29/01/2013 9:50:00 AM
28 TORWOOD ST, AUCHENFLOWER, BRISBANE	1.1	0.7	29/01/2013 10:40:00 AM
28 TURBO DR, COORPAROO, BRISBANE	0.1	-2.2	29/01/2013 11:00:00 AM
28 TWIGG ST, INDOOROOPILLY, BRISBANE	2.6	-5.5	29/01/2013 9:35:00 AM
28 VINCENT ST, AUCHENFLOWER, BRISBANE	0.7	-2	29/01/2013 10:40:00 AM
28 VIOLET ST, HEMMANT, BRISBANE	0.1	-0.5	29/01/2013 11:00:00 AM
28 WAITE ST, NORMANPARK, BRISBANE	1.8	-2.2	29/01/2013 11:00:00 AM
28 WALCOTT ST, STLUCIA, BRISBANE	0.5	-2.5	29/01/2013 10:25:00 AM
28 WELSBY ST, NEWFARM, BRISBANE	0.5	-0.5	29/01/2013 11:00:00 AM
28 YARAWA ST, KENMORE, BRISBANE	5.1	-9.9	29/01/2013 8:15:00 AM
28 ZELITA RD, MOGGILL, BRISBANE	7	-14.9	29/01/2013 6:20:00 AM
280 INDOOROOPILLY RD, INDOOROOPILLY, BRISBANE	1	-3.8	29/01/2013 10:05:00 AM
280 JESMOND RD, FIGTREEPOCKET, BRISBANE	2.3	-24.5	29/01/2013 9:30:00 AM
281 ABBOTSFORD RD, ALBION, BRISBANE	0.9	-1	29/01/2013 11:00:00 AM
282 PARINGA RD, MURARRIE, BRISBANE	2.1	-4.1	29/01/2013 11:00:00 AM
283 KENMORE RD, FIGTREEPOCKET, BRISBANE	4.4	-55.2	29/01/2013 9:05:00 AM
284  SIR FRED SCHONELL DR, STLUCIA, BRISBANE	0.1	-0.5	29/01/2013 10:25:00 AM
284 JESMOND RD, FIGTREEPOCKET, BRISBANE	3.1	-27.1	29/01/2013 9:30:00 AM
284 SIR FRED SCHONELL DR, STLUCIA, BRISBANE	0	-0.6	29/01/2013 10:25:00 AM
284 SIR FRED SCHONELL DR, STLUCIA, BRISBANE	0.3	-0.4	29/01/2013 10:25:00 AM
284 WITTON RD, INDOOROOPILLY, BRISBANE	4.5	-5.7	29/01/2013 9:35:00 AM
285 KENMORE RD, FIGTREEPOCKET, BRISBANE	3.6	-57.1	29/01/2013 9:05:00 AM
285 LAVARACK AVE, PINKENBA, BRISBANE	0.1	-1.9	29/01/2013 11:00:00 AM
285 PARINGA RD, MURARRIE, BRISBANE	0.7	-2.6	29/01/2013 11:00:00 AM
286 HAWKESBURY RD, MOGGILL, BRISBANE	10.3	-17.6	29/01/2013 5:40:00 AM
287 F KENMORE RD, FIGTREEPOCKET, BRISBANE	4.6	-5	29/01/2013 9:05:00 AM
287 I KENMORE RD, FIGTREEPOCKET, BRISBANE	0.5	-27.3	29/01/2013 9:05:00 AM
287 LAVARACK AVE, PINKENBA, BRISBANE	1.7	-2	29/01/2013 11:00:00 AM
29  BROOKE ST, ROCKLEA, BRISBANE	0	-0.3	29/01/2013 9:50:00 AM
29  BROOKE ST, ROCKLEA, BRISBANE	0.1	-0.2	29/01/2013 9:50:00 AM
29  BROOKE ST, ROCKLEA, BRISBANE	0.1	-0.3	29/01/2013 9:50:00 AM
29  BROOKE ST, ROCKLEA, BRISBANE	0.1	-0.5	29/01/2013 9:50:00 AM
29  BROOKE ST, ROCKLEA, BRISBANE	0.2	-0.2	29/01/2013 9:50:00 AM
29  BROOKE ST, ROCKLEA, BRISBANE	0.8	-0.2	29/01/2013 9:50:00 AM
29  CARR ST, BULIMBA, BRISBANE	0	-0.4	29/01/2013 11:00:00 AM
29  HARBOUR RD, HAMILTON, BRISBANE	0.2	-0.1	29/01/2013 11:00:00 AM
29 A AMY ST, ALBION, BRISBANE	0.2	-8.2	29/01/2013 11:00:00 AM
29 A BLUNDER RD, OXLEY, BRISBANE	0.4	-8.9	29/01/2013 9:50:00 AM
29 A FELIX ST, BRISBANECITY, BRISBANE	3	-4.1	29/01/2013 10:55:00 AM
29 A GILLAN ST, NORMANPARK, BRISBANE	1.6	-1	29/01/2013 11:00:00 AM
29 A HARBOUR RD, HAMILTON, BRISBANE	0.6	-1.2	29/01/2013 11:00:00 AM
29 A MCBRIDE RD, PINKENBA, BRISBANE	0.2	-0.1	29/01/2013 11:00:00 AM
29 A MORAY ST, NEWFARM, BRISBANE	2.8	-6.3	29/01/2013 11:00:00 AM
29 A ROBERTSON PL, FIGTREEPOCKET, BRISBANE	5.2	-11.4	29/01/2013 9:00:00 AM
29 ALLISON ST, BOWENHILLS, BRISBANE	0	-3.3	29/01/2013 11:00:00 AM
29 AMY ST, ALBION, BRISBANE	1.2	-5.4	29/01/2013 11:00:00 AM
29 ARINGA CRES, KARANADOWNS, BRISBANE	10.6	-20.4	29/01/2013 5:50:00 PM
29 ATKINSON DR, KARANADOWNS, BRISBANE	12.7	-13	29/01/2013 9:20:00 PM
29 BEARD ST, AUCHENFLOWER, BRISBANE	0.6	-0.2	29/01/2013 10:40:00 AM
29 BLACK ST, MILTON, BRISBANE	0.5	-2.3	29/01/2013 10:40:00 AM
29 BODALLA ST, NORMANPARK, BRISBANE	0.8	-1.2	29/01/2013 11:00:00 AM
29 BORVA ST, DUTTONPARK, BRISBANE	1.6	-21.8	29/01/2013 10:20:00 AM
29 BRISBANE CSO, FAIRFIELD, BRISBANE	2.6	-3.7	29/01/2013 10:15:00 AM
29 BROOKE ST, ROCKLEA, BRISBANE	0.7	-0.5	29/01/2013 9:50:00 AM
29 BYRON ST, BULIMBA, BRISBANE	0.2	-1.6	29/01/2013 11:00:00 AM
29 CARNEGIE ST, WESTLAKE, BRISBANE	0.2	-6.1	29/01/2013 8:00:00 AM
29 CARR ST, BULIMBA, BRISBANE	0.3	-0.9	29/01/2013 11:00:00 AM
29 COLLINGWOOD ST, ALBION, BRISBANE	0.4	0	29/01/2013 11:00:00 AM
29 CROSBY RD, ALBION, BRISBANE	0.1	-0.3	29/01/2013 11:00:00 AM
29 DOUGHBOY PDE, HEMMANT, BRISBANE	1.9	-1.2	29/01/2013 11:00:00 AM
29 DUDLEY ST, HIGHGATEHILL, BRISBANE	2.1	-14.5	29/01/2013 10:20:00 AM
29 EAGLE TCE, AUCHENFLOWER, BRISBANE	0.8	-0.3	29/01/2013 10:40:00 AM
29 EDDYSTONE RD, CORINDA, BRISBANE	2.6	-46.1	29/01/2013 9:10:00 AM
29 GLENHURST ST, PINJARRAHILLS, BRISBANE	6	-21.7	29/01/2013 7:15:00 AM
29 GRACE ST, CORINDA, BRISBANE	4.3	-37.7	29/01/2013 9:15:00 AM
29 GRAFTON ST, WINDSOR, BRISBANE	0.1	-1.4	29/01/2013 11:00:00 AM
29 GRANARD RD, ROCKLEA, BRISBANE	0.7	-1	29/01/2013 9:50:00 AM
29 GRAY ST, CARINA, BRISBANE	0.8	-2.2	29/01/2013 11:00:00 AM
29 GRIFFITH ST, NEWFARM, BRISBANE	1.5	-3.5	29/01/2013 11:00:00 AM
29 HARBOUR RD, HAMILTON, BRISBANE	0.4	-0.6	29/01/2013 11:00:00 AM
29 IVY ST, INDOOROOPILLY, BRISBANE	3.8	-7.8	29/01/2013 9:40:00 AM
29 KATOOMBA AVE, HAWTHORNE, BRISBANE	0.5	-0.7	29/01/2013 11:00:00 AM
29 KING ARTHUR TCE, TENNYSON, BRISBANE	1.5	-11.4	29/01/2013 9:50:00 AM
29 LAIDLAW PDE, EASTBRISBANE, BRISBANE	0	-6.5	29/01/2013 11:00:00 AM
29 LAURENCE ST, STLUCIA, BRISBANE	1.3	-4.6	29/01/2013 10:30:00 AM
29 LOGAN AVE, OXLEY, BRISBANE	2.3	-1	29/01/2013 9:50:00 AM
29 MACQUARIE ST, TENERIFFE, BRISBANE	2.2	-3.5	29/01/2013 11:00:00 AM
29 MAIN BEACH RD, PINKENBA, BRISBANE	0.1	-1.3	29/01/2013 11:00:00 AM
29 MANDALAY ST, FIGTREEPOCKET, BRISBANE	0.2	-6.8	29/01/2013 9:20:00 AM
29 MAXWELL ST, NEWFARM, BRISBANE	0.8	-9.9	29/01/2013 11:00:00 AM
29 MCBRIDE RD, PINKENBA, BRISBANE	0	-0.2	29/01/2013 11:00:00 AM
29 MCCONNELL ST, BULIMBA, BRISBANE	0.3	-1.3	29/01/2013 11:00:00 AM
29 NEILL ST, PINKENBA, BRISBANE	0.5	-0.6	29/01/2013 11:00:00 AM
29 NEULANS RD, INDOOROOPILLY, BRISBANE	1.6	-24.5	29/01/2013 9:40:00 AM
29 NICHOLAS ST, WINDSOR, BRISBANE	0.2	-0.2	29/01/2013 11:00:00 AM
29 NORMAN AVE, NORMANPARK, BRISBANE	0.5	-0.2	29/01/2013 11:00:00 AM
29 NORTHEY ST, WINDSOR, BRISBANE	0.4	0.1	29/01/2013 11:00:00 AM
29 OXLEY STATION RD, OXLEY, BRISBANE	0.2	-0.9	29/01/2013 9:50:00 AM
29 PORTER ST, HEMMANT, BRISBANE	0.1	-1.1	29/01/2013 11:00:00 AM
29 REGATTA ST, CHELMER, BRISBANE	4.3	-5.5	29/01/2013 9:35:00 AM
29 RIVER TCE, KANGAROOPOINT, BRISBANE	3.1	-31.3	29/01/2013 10:55:00 AM
29 RIVERGATE PL, MURARRIE, BRISBANE	2.1	-5.1	29/01/2013 11:00:00 AM
29 RIVERVIEW PL, YERONGA, BRISBANE	0.4	-12.1	29/01/2013 10:00:00 AM
29 ROBERTSON PL, FIGTREEPOCKET, BRISBANE	0.3	-12.8	29/01/2013 9:00:00 AM
29 ROSECLIFFE ST, HIGHGATEHILL, BRISBANE	4	-29.9	29/01/2013 10:20:00 AM
29 SANDMERE RD, PINKENBA, BRISBANE	0.5	-1.4	29/01/2013 11:00:00 AM
29 SANKEY ST, HIGHGATEHILL, BRISBANE	1.2	-17.3	29/01/2013 10:20:00 AM
29 TORWOOD ST, AUCHENFLOWER, BRISBANE	1.4	0.6	29/01/2013 10:40:00 AM
29 VIOLET ST, HEMMANT, BRISBANE	0	-0.2	29/01/2013 11:00:00 AM
29 WELSBY ST, NEWFARM, BRISBANE	0.2	-0.4	29/01/2013 11:00:00 AM
29 WHIMBREL ST, PORTOFBRISBANE, BRISBANE	2.1	-23.1	29/01/2013 11:00:00 AM
290 BOUNDARY RD, OXLEY, BRISBANE	2.3	-18	29/01/2013 9:50:00 AM
290 JESMOND RD, FIGTREEPOCKET, BRISBANE	0.1	-28.9	29/01/2013 9:30:00 AM
291 PRIORS POCKET RD, MOGGILL, BRISBANE	8.6	-15.9	29/01/2013 4:25:00 AM
293 B MEIERS RD, INDOOROOPILLY, BRISBANE	4.7	-6.9	29/01/2013 9:55:00 AM
293 MEIERS RD, INDOOROOPILLY, BRISBANE	4.8	-22.9	29/01/2013 9:40:00 AM
295 FAIRFIELD RD, YERONGA, BRISBANE	0.2	-6.6	29/01/2013 10:10:00 AM
296 INDOOROOPILLY RD, STLUCIA, BRISBANE	4.2	-18.4	29/01/2013 10:05:00 AM
2963 MOGGILL RD, PINJARRAHILLS, BRISBANE	3.9	-5.6	29/01/2013 7:15:00 AM
2966 MOGGILL RD, PINJARRAHILLS, BRISBANE	0.4	-7.2	29/01/2013 7:15:00 AM
2976 MOGGILL RD, PINJARRAHILLS, BRISBANE	0.1	-15.6	29/01/2013 7:15:00 AM
298 JESMOND RD, FIGTREEPOCKET, BRISBANE	2.6	-27.4	29/01/2013 9:30:00 AM
298 MILTON RD, MILTON, BRISBANE	0.7	-2.6	29/01/2013 10:40:00 AM
3  WELSBY ST, NEWFARM, BRISBANE	0.2	-0.1	29/01/2013 11:00:00 AM
3 A MONTAGUE RD, SOUTHBRISBANE, BRISBANE	0.4	-1.9	29/01/2013 10:50:00 AM
3 ADDISON ST, WINDSOR, BRISBANE	2.2	-0.2	29/01/2013 11:00:00 AM
3 ATKINSON DR, KARANADOWNS, BRISBANE	4.1	-12.4	29/01/2013 9:50:00 PM
3 AVEBURY ST, WESTEND, BRISBANE	1	-3.7	29/01/2013 10:25:00 AM
3 BEVIS ST, BULIMBA, BRISBANE	0.1	-0.5	29/01/2013 11:00:00 AM
3 BINGERA DR, PORTOFBRISBANE, BRISBANE	2.1	-23.1	29/01/2013 11:00:00 AM
3 BOUNDARY ST, BRISBANECITY, BRISBANE	3	-35.6	29/01/2013 10:55:00 AM
3 BULK TERMINALS DR, PORTOFBRISBANE, BRISBANE	2.1	-23.1	29/01/2013 11:00:00 AM
3 BULK TERMINALS DR, PORTOFBRISBANE, BRISBANE	2.1	-3.3	29/01/2013 11:00:00 AM
3 BYRES ST, NEWSTEAD, BRISBANE	0.5	-0.1	29/01/2013 11:00:00 AM
3 BYRON ST, BULIMBA, BRISBANE	1.7	-1.3	29/01/2013 11:00:00 AM
3 D BOUNDARY ST, BRISBANECITY, BRISBANE	3	-1.8	29/01/2013 10:55:00 AM
3 EDMOND ST, COORPAROO, BRISBANE	0.2	-5.9	29/01/2013 11:00:00 AM
3 GENNON ST, WINDSOR, BRISBANE	0.1	-0.5	29/01/2013 11:00:00 AM
3 GRIMES ST, AUCHENFLOWER, BRISBANE	1	-1.3	29/01/2013 10:40:00 AM
3 HUXHAM TCE, AUCHENFLOWER, BRISBANE	0.8	-2.9	29/01/2013 10:40:00 AM
3 IVY ST, INDOOROOPILLY, BRISBANE	1.3	-16.7	29/01/2013 9:40:00 AM
3 JILBA ST, INDOOROOPILLY, BRISBANE	0.2	-6.8	29/01/2013 9:30:00 AM
3 JOHNSTONE ST, SHERWOOD, BRISBANE	1.8	-0.4	29/01/2013 9:50:00 AM
3 KYNUNA CT, KARANADOWNS, BRISBANE	12.3	-25.7	29/01/2013 6:25:00 PM
3 LANFEAR ST, SOUTHBRISBANE, BRISBANE	0.4	-2.9	29/01/2013 10:45:00 AM
3 LONG ST, GRACEVILLE, BRISBANE	2.4	-6.7	29/01/2013 9:25:00 AM
3 MACINTOSH ST, AUCHENFLOWER, BRISBANE	1.3	0.5	29/01/2013 10:40:00 AM
3 MARINE RD, PINKENBA, BRISBANE	0.1	-0.8	29/01/2013 11:00:00 AM
3 MONTAGUE RD, SOUTHBRISBANE, BRISBANE	0.4	-1.9	29/01/2013 10:50:00 AM
3 PARK AVE, AUCHENFLOWER, BRISBANE	1.4	-1.8	29/01/2013 10:35:00 AM
3 PORT CENTRAL AVE, PORTOFBRISBANE, BRISBANE	2.1	-23.1	29/01/2013 11:00:00 AM
3 PYLARA ST, FIGTREEPOCKET, BRISBANE	1.5	-50	29/01/2013 9:05:00 AM
3 STRATTON ST, NEWSTEAD, BRISBANE	0.8	-1.1	29/01/2013 11:00:00 AM
3 SUTTON ST, CHELMER, BRISBANE	4.4	-5	29/01/2013 9:35:00 AM
3 TATE ST, ALBION, BRISBANE	0.4	-0.1	29/01/2013 11:00:00 AM
3 TURBO DR, WOOLLOONGABBA, BRISBANE	1.3	-0.4	29/01/2013 11:00:00 AM
3 VIVIAN ST, TENNYSON, BRISBANE	3	-5.2	29/01/2013 9:50:00 AM
3 WELSBY ST, NEWFARM, BRISBANE	0.2	-0.3	29/01/2013 11:00:00 AM
3 WYNNUM RD, NORMANPARK, BRISBANE	0.7	-3.7	29/01/2013 11:00:00 AM
30 A DOUGLAS ST, SHERWOOD, BRISBANE	3.9	-13.7	29/01/2013 9:20:00 AM
30 A MORLEY ST, COORPAROO, BRISBANE	0.8	-1.3	29/01/2013 11:00:00 AM
30 A OCONNELL ST, KANGAROOPOINT, BRISBANE	1.1	-2.1	29/01/2013 11:00:00 AM
30 ANDREW ST, ROCKLEA, BRISBANE	3	-0.1	29/01/2013 9:50:00 AM
30 ARCHER ST, TOOWONG, BRISBANE	1.7	-17.5	29/01/2013 10:30:00 AM
30 ARGYLE ST, ALBION, BRISBANE	1.2	-0.1	29/01/2013 11:00:00 AM
30 BARKER ST, EASTBRISBANE, BRISBANE	0.7	-0.2	29/01/2013 11:00:00 AM
30 BEARD ST, AUCHENFLOWER, BRISBANE	0.1	-3.5	29/01/2013 10:40:00 AM
30 BOOBOOK ST, ROCKLEA, BRISBANE	0.6	-0.4	29/01/2013 9:50:00 AM
30 BOUNDARY ST, TINGALPA, BRISBANE	0.2	-0.6	29/01/2013 11:00:00 AM
30 COLLINGWOOD ST, ALBION, BRISBANE	0.1	-0.1	29/01/2013 11:00:00 AM
30 COLWEL ST, OXLEY, BRISBANE	0.1	-1.3	29/01/2013 9:50:00 AM
30 DERBY ST, HIGHGATEHILL, BRISBANE	0.3	-28.8	29/01/2013 10:20:00 AM
30 DOCK ST, SOUTHBRISBANE, BRISBANE	0.6	-3.6	29/01/2013 10:55:00 AM
30 DOUGLAS ST, MILTON, BRISBANE	0.4	-1.2	29/01/2013 10:40:00 AM
30 EDGAR ST, WINDSOR, BRISBANE	0.2	-0.7	29/01/2013 11:00:00 AM
30 EDMONDSTONE RD, BOWENHILLS, BRISBANE	0	-1.8	29/01/2013 11:00:00 AM
30 FESTIVAL PL, NEWSTEAD, BRISBANE	1.6	-1.8	29/01/2013 11:00:00 AM
30 FRANCIS ST, CORINDA, BRISBANE	3.2	-19.4	29/01/2013 9:20:00 AM
30 GILLAN ST, NORMANPARK, BRISBANE	0.3	-0.8	29/01/2013 11:00:00 AM
30 GLENEAGLES CRES, OXLEY, BRISBANE	3.4	-17.9	29/01/2013 9:50:00 AM
30 GORDON ST, HAWTHORNE, BRISBANE	0.2	-1.4	29/01/2013 11:00:00 AM
30 GREGG ST, PINKENBA, BRISBANE	0.6	-1.8	29/01/2013 11:00:00 AM
30 HAIG RD, MILTON, BRISBANE	0.8	0.4	29/01/2013 10:40:00 AM
30 HERBERT ST, ROCKLEA, BRISBANE	3	-2.1	29/01/2013 9:50:00 AM
30 INGHAMS PL, HEMMANT, BRISBANE	1.8	-2.6	29/01/2013 11:00:00 AM
30 KARELLA ST, FIGTREEPOCKET, BRISBANE	2.1	-6.7	29/01/2013 9:25:00 AM
30 LINCOLN ST, OXLEY, BRISBANE	0.7	-0.6	29/01/2013 9:50:00 AM
30 MAIN BEACH RD, PINKENBA, BRISBANE	0.3	-2	29/01/2013 11:00:00 AM
30 MCBRIDE RD, PINKENBA, BRISBANE	0.2	-0.1	29/01/2013 11:00:00 AM
30 NICHOLAS ST, WINDSOR, BRISBANE	0.2	-0.2	29/01/2013 11:00:00 AM
30 NORBURY ST, COOPERSPLAINS, BRISBANE	1.6	-3.8	29/01/2013 9:50:00 AM
30 NORTH RD, WYNNUMWEST, BRISBANE	0.4	-3.4	29/01/2013 11:00:00 AM
30 QUAY ST, BULIMBA, BRISBANE	1.2	-2.5	29/01/2013 11:00:00 AM
30 RAILWAY TCE, MILTON, BRISBANE	0.3	-0.6	29/01/2013 10:40:00 AM
30 ROSS ST, NEWSTEAD, BRISBANE	0.3	-0.1	29/01/2013 11:00:00 AM
30 SERPENTINE RD, PINKENBA, BRISBANE	0.2	-0.1	29/01/2013 11:00:00 AM
30 SUNSET RD, KENMORE, BRISBANE	4.8	-48.5	29/01/2013 8:45:00 AM
30 TAYLOR ST, WINDSOR, BRISBANE	0.4	-0.5	29/01/2013 11:00:00 AM
30 THALIA CT, CORINDA, BRISBANE	4.1	-8.5	29/01/2013 9:50:00 AM
30 TORWOOD ST, AUCHENFLOWER, BRISBANE	1.4	0.9	29/01/2013 10:40:00 AM
30 TWIGG ST, INDOOROOPILLY, BRISBANE	2.3	-5.7	29/01/2013 9:35:00 AM
30 VANWALL RD, MOGGILL, BRISBANE	7.4	-13.2	29/01/2013 6:15:00 AM
30 VICTORIA ST, WINDSOR, BRISBANE	0.4	-0.1	29/01/2013 11:00:00 AM
30 WARATAH AVE, GRACEVILLE, BRISBANE	1.7	-3.6	29/01/2013 9:40:00 AM
30 WELSBY ST, NEWFARM, BRISBANE	0.5	-0.7	29/01/2013 11:00:00 AM
30 WENDELL ST, NORMANPARK, BRISBANE	2.6	-1.9	29/01/2013 11:00:00 AM
30 WHIMBREL ST, PORTOFBRISBANE, BRISBANE	2.1	-23.1	29/01/2013 11:00:00 AM
30 WYUNA CT, HEMMANT, BRISBANE	2.1	-10.6	29/01/2013 11:00:00 AM
300  SIR FRED SCHONELL DR, STLUCIA, BRISBANE	0.2	-2.8	29/01/2013 10:25:00 AM
300 A PRIORS POCKET RD, MOGGILL, BRISBANE	8	-10.4	29/01/2013 5:45:00 AM
300 KHOLO RD, KHOLO, BRISBANE	14	-40.3	30/01/2013 2:50:00 AM
300 MAIN BEACH RD, PINKENBA, BRISBANE	2.2	-3.4	29/01/2013 11:00:00 AM
300 MILTON RD, MILTON, BRISBANE	1.1	-0.6	29/01/2013 10:40:00 AM
300 SIR FRED SCHONELL DR, STLUCIA, BRISBANE	0.9	-2.7	29/01/2013 10:25:00 AM
300 TINGIRA ST, PINKENBA, BRISBANE	0.7	-3.6	29/01/2013 11:00:00 AM
301 PRIORS POCKET RD, MOGGILL, BRISBANE	8.8	-9.2	29/01/2013 4:45:00 AM
302 JESMOND RD, FIGTREEPOCKET, BRISBANE	3.9	-19.8	29/01/2013 9:30:00 AM
3026 MOGGILL RD, BELLBOWRIE, BRISBANE	5.9	-5.1	29/01/2013 7:15:00 AM
303 D KENMORE RD, FIGTREEPOCKET, BRISBANE	4.3	-8	29/01/2013 9:05:00 AM
304 HEMMANT-TINGALPA RD, HEMMANT, BRISBANE	1.4	-1.4	29/01/2013 11:00:00 AM
304 JESMOND RD, FIGTREEPOCKET, BRISBANE	3.4	-13.3	29/01/2013 9:25:00 AM
305 KENMORE RD, FIGTREEPOCKET, BRISBANE	2.8	-49.7	29/01/2013 9:05:00 AM
